,WB_changes_open,WBDefinition,Happiness_Change,LifeSatisfaction_Change,PhysicalHealth_Change,MentalHealth_Change,MeaningPurpose_Change,CharacterVirtue_Change,SocialRelationships_Change,Financial_Change,Spirituality_Change,Education_Change,Employment_Change,Recreation_Change,SelfEsteem_Change,Family_Change,Safety_Change,Group_top3,Happiness_Rank,LifeSatisfaction_Rank,PhysicalHealth_Rank,MentalHealth_Rank,MeaningPurpose_Rank,CharacterVirtue_Rank,SocialRelationships_Rank,Financial_Rank,Spirituality_Rank,Education_Rank,Employment_Rank,Recreation_Rank,SelfEsteem_Rank,Family_Rank,Safety_Rank,Other_YesNo,Other_top3,Study_Rating,MindfulnessChanges_open,StressChanges_open,StudyExpectation_open,ChangesWithinSelf_open,Suggestions_open,Chatbot_supportive,Chatbot_easy,Chatbot_efficient,Chatbot_clear,Chatbot_exciting,Chatbot_interesting,Chatbot_inventive,Chatbot_leadingedge,Chatbot_Rating,Chatbot_LikeDislike,Study_supportive,Study_easy,Study_efficient,Study_clear,Study_exciting,Study_interesting,Study_inventive,Study_leadingedge,PSS,CatchQuestions,ERQ,MPoD,SRI,PositiveMood,NegativeMood,WellbeingRating,Reappraisal,DC_awareness,DC_nonreactivity,DC_disidentification,Mindful_skill,SWLS,Extraversion,Agreeableness,Conscientiousness,Neuroticism,OpennesstoExperience,FFMQ15,FFMQ_Observing,FFMQ_Describe,FFMQ_ActingwAwareness,FFMQ_NonJudging,FFMQ_Nonreactivity,Autonomy,Competence,Relatedness,Meaning_Presence,Meaning_Search,Synchronicity,Condition,RandomID,id,BaselineDate,Time
212,"I believe that my wellbeing has increased to a small positive extent since the beginning of this study, although the techniques given to me will help a lot more in the future. ","To me, the term well being still means about the same as previously, a combination of mental and physical health, as well as your outlook on life and how motivated you are, and other things.",3,4,4,4,3,2,3,3,2,4,3,4,4,3,3,"Physical Health,Mental Health,Meaning  and Purpose of Life",NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,6,"Not entirely, no. My understanding of mindfullness, regarding openness, adaptability, and willingness to work despite change was confirmed.","Not at all, my understanding of stress, that being problems (physical or mental) that affect you and force you to take action, hasn't changed.","Since I didn't have any expectations about this training, I believe my expectations have been satisfied and reached, as it did help to a slight extent.","I became more calm and willing to take the time to do things needed, even if it takes a long time.","Not really, no.",6,3,2,6,4,2,2,4,5,"It certainly gave responses, though I still felt I wasn't talking to a human though. It regularly gave similar responses across the days.",NA,NA,NA,NA,NA,NA,NA,NA,28,3,33,74,29,24,17,6,62,19,27,28,5,17,6,9,7,6,3,48,11,7,8,7,15,11,13,13,27,30,23,Choice,2456,3364,10/3/2023,2
213,My well-being has changed significantly since the beginning of this study. I feel that it has much improved. ,"Now, the term “well-being” means to me learning to cope with stress or live events in a healthy way. I would define well-being as your ability to recognize stress and calm your body and mind. ",4,3,3,4,3,4,3,3,3,3,3,3,4,3,3,"Physical Health,Mental Health,Close Social Relationships",NA,NA,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,6,"Yes, it did. Mindfulness now means to me being aware of myself, my thoughts, and my emotions and establishing healthy strategies to handle them. ","Yes, it did. I now see stress more as a challenge to overcome as opposed to a hardship I cannot overcome.  ",The training has met my goals and expectations with a high degree of effectiveness. ,"While participating in the study, I noticed my way of responding/reacting to stress significantly improved. ",My experience was great and I had a wonderful time participating in it. I have no suggestions at this time as I enjoyed this experience.   ,7,7,5,7,6,7,7,7,7,I have a great overall impression of this chatbot. I liked how simple it was to follow and how effective it is. ,NA,NA,NA,NA,NA,NA,NA,NA,44,3,26,51,23,33,20,5,49,17,15,19,5,15,6,8,7,10,9,47,12,14,8,4,9,12,12,14,23,27,19,Domain,7994,5650,10/3/2023,2
214,I think I was able to reflect on my emotions more where it made me take action to better my wellbeing.,Wellbeing is to be able to look after your mental and physical self. It's to be understanding to yourself during negative situations but also take action to ensure you are in a healthy place,2,3,2,3,3,4,3,3,3,4,3,4,4,5,4,"Mental Health,Physical Health,Meaning  and Purpose of Life",NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,5,"My understanding of mindfulness didn't change because I still had the origional definition of mindfulness as to be aware of yourself, your relationships and how you look after yourself.",No it didn't change because my original definition of stress was a worry tolling on your mental or physical health that can vary in duration. ,The training has met my goals of being more aware of myself and how I feel on a daily basis. I am aware of myself and my strenghts and weaknesses but sometimes I can ignore my feelings without knowing it so this deep reflection did help me on the daily understand what I am at the moment.,I think in the beginning I didn't like the study because it felt like a chore but then after a few days I actually looked forward to it because it was a time for me to reflect on my feelings ,no,7,5,5,4,2,3,4,3,5,"I liked how it adapted to answers and responded back to them but i didn't li like how if i typed a word wrong such as ""next"", a whole list of paragraphs would come out and i would have to wait for it to stop before i correctly spelled ""next""",NA,NA,NA,NA,NA,NA,NA,NA,36,2,34,75,33,36,25,5,67,22,28,25,5,15,4,5,8,8,9,40,10,8,8,5,9,9,12,8,23,30,29,Choice,7126,5476,10/3/2023,2
217,I have learned how to become more calm and it has made me less stressed this past week,"Wellbeing to me means how I control stress, my emotions, and daily occurrences. It is about being aware of who I am",4,4,4,4,4,3,3,3,3,3,3,4,4,5,3,"Financial and Material Stability,Family,Life Satisfaction",NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,No,NA,5,Somewhat. In the beggining I thought it was just something that we have to achieve but it is in fact something that we have to practice,"It did not really change, it was just confirmed that stress comes from different factors and we are in control of whether we let it get to us or not",It definitley met my goals and expectations. The training was what I expected and i enjoyed it. ,"I noticed that in difficult situations this past week, I sometimes automatically thought about the study and what it said about mindfullness",no,7,7,7,7,7,7,7,7,6,I liked how its extremely supprotive and asks about ones day. It answers any questions that I had and is very detailed.,NA,NA,NA,NA,NA,NA,NA,NA,31,3,27,70,30,32,11,5,57,22,27,21,5,14,7,6,6,3,5,50,9,6,13,12,10,12,12,14,24,24,14,Choice,2751,5272,10/3/2023,2
218,"None, it's gotten worse actually due to several global events",Pursue of distance away from mental or physical suffering,3,3,2,2,1,1,3,3,3,3,3,3,3,3,3,"Safety,Character and Virtue,Mental Health",NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,4,My understanding of mindfullness did not change throughout this experience,My understanding of stress did not change throughout this experience,It's certainly succeeded in making me angrier about whats wrong with the world,I got even more frustrated with the issues of the world,You know at least when they drop bombs on the civilians in Palestine some corporation making weapons in America gets a boatload of money thats a positive way to think about a negative situation right,7,7,7,7,1,1,1,1,5,It was okay but its certainly not going to replace talking to an actual human being,NA,NA,NA,NA,NA,NA,NA,NA,62,3,6,36,19,33,47,1,25,19,7,10,2,8,5,3,5,8,8,46,15,15,6,3,7,9,6,6,5,35,8,Choice,9671,5317,10/3/2023,2
221,A little,"To me, ""Wellbeing"" means feeling good inside and out. ",4,4,4,3,3,3,3,3,3,2,3,3,3,2,3,"Life Satisfaction,Physical Health,Financial and Material Stability",NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,No,NA,5,"Not it hasn't changed, but my description of mindfulness was confirmed.","Not my understanding of ""stress"" did not change, my meaning was confirmed.",The training has met my goals and expectations very well.,"While participating in your study, I noticed myself being more aware of my feelings and emotions.",No I don't.,5,7,5,6,4,4,3,2,5,"I liked the chatbot, especially the fact that it felt more like a conversation than me just answering questions",NA,NA,NA,NA,NA,NA,NA,NA,43,3,26,75,21,29,22,4,47,27,21,27,5,12,8,6,6,8,5,33,4,6,6,8,9,11,6,12,15,23,8,Domain,2764,7213,10/2/2023,2
230,"It has changed a little bit. My father is interested in wellness practices so I am already used to positive thinking, etc. However, this study helped me put my feelings and goals into words to truly understand myself. ",Wellbeing is a person's mental and physical state. To have a good wellbeing is to have control over one's life; to be happy.  ,4,2,3,2,2,3,4,3,3,2,3,4,2,3,3,"Mental Health,Close Social Relationships,Spirituality",NA,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,No,NA,4,"Not much has changed, but it was confirmed that thinking positively about situations can improve wellbeing. Also, it was confirmed that non-reactivity is important and can help people handle situations appropriately. ","No, my understanding of stress stayed the same. It was confirmed that being taken over by negative emotions causes stress but this can be avoided. ",I expected to become more aware of my emotions when starting this survey and my expectations were met. ,My mental health declined because I'm stressed about school and I am receiving marks from my first midterms.  ,There's a lot of writing in this survey but that is expected. I suggest having more options for the mindfulness practices because I've just been repeating the same three over and over again. I would have liked to learn others during this experiment. ,6,7,7,7,4,5,4,5,7,"Chatbot was very easy to use and supportive. It used gentle language which is good when talking about sensitive subjects (mental health, bad experiences). ",NA,NA,NA,NA,NA,NA,NA,NA,45,3,24,59,28,31,17,4,52,10,29,20,6,12,7,8,6,6,6,50,12,9,5,12,12,13,6,15,8,13,7,Choice,6542,6280,10/4/2023,2
231,"I would say that it has improved, in the way that now I have better strategies to maintain a positive wellbeing.",I think the term wellbeing means a healthy and happy state of mind/mentality.,4,3,3,4,3,3,3,3,3,4,3,3,3,4,3,"Happiness,Mental Health,Family",1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,No,NA,5,"Not as much, but I do think that it has much more to do with happiness than what I thought at the beginning of the study.","No, my understanding of stress did not change as what I felt was constant with the type of stress I was already feeling.","I would say that I did expect a little bit more as the exercises were not as helpful in all domains, but the training did indeed equip me with more skills.",I think I noticed a change in having more goals now and being more strong headed when trying to complete my goals even if they were small.,no,7,7,7,7,4,2,1,1,5,"I think the chatbot was alright, but I think it needs more variety of exercises for each individual domain.",NA,NA,NA,NA,NA,NA,NA,NA,46,3,29,48,22,28,39,6,51,9,20,19,4,12,6,9,6,8,7,50,6,13,8,15,8,9,15,3,23,20,7,Domain,5990,7243,10/3/2023,2
233,I feel like I have become more aware of myself in that I have become more mindful of my thoughts and self-esteem,Wellbeing is how 'well' or how good the state of your physical and mental body is. ,4,3,4,2,2,3,3,2,4,3,3,4,4,4,2,"Financial and Material Stability,Meaning  and Purpose of Life,Life Satisfaction",NA,3,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,No,NA,6,"I don't think my understanding has changed. Mindfulness has always been a sort of meditation and awareness of yourself, and it has been confirmed to me.","My understanding of stress has not changed. Stress has been prevalent all my life, so I would say that I have a strong understanding of it. It is always a sense of worry or anxiety and its toll on my mind.","I think it hasn't completely met my goals, but instead somewhat has. I feel that I have become more mindful.",I think I changed a bit in that I have become more self-aware and more mindful of my own thoughts and surroundings. ,"I do not have any suggestions, but I would like to say I enjoyed my experience. ",7,7,6,7,4,4,4,5,6,"I liked the chatbot and how it seemed supportive of my days and ideas. However, I disliked how it got repetitive after a few days and it seemed more robotic the more I did the daily check-ins. ",NA,NA,NA,NA,NA,NA,NA,NA,57,3,30,84,26,34,42,5,56,28,31,25,5,10,5,2,4,7,7,47,14,11,7,6,9,9,11,6,12,31,11,Choice,9753,3508,10/3/2023,2
234,"If i am being completely honest, I dont think my wellbeing has changed a singificant amount. However, I do find myself thinking about it more often and Im thnking more deep into it. When I catch myself thinking about it I am more self-ware of my thoughts and my thought process how the overall thought came to. What am I trying to figture out and how I can put them into words. ","Wellbeing to me means one's physical and mental state. For me I think they go together, if one of them isnt at its best than the other isnt as well. ",3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,"Close Social Relationships,Life Satisfaction,Financial and Material Stability",NA,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,No,NA,5,"It changed in the sense that I wasnt aware of the deep thoughts that are involved in one's wellbeing. In the beginning, I thought that it was a simple ""is your mental health at a healthy state"" and i didnt consider the things that contribute to that healthy state. I also did not think my personal wellbeing involved others but now i understand that it does. ",My understanding of stress did not change it remained the same as an unconfortable feeling that causes unhealthy wellbeing if not dealt with properly.,It helped my thought process develop as I am more self aware when I am thinking about something and now I can slowly take apart my thoughts and really think carefully about it. I can articulate my thoughts into words better than I could before. ,One thing I noticed about myself was that I started to appreciate the people i hang around and they company more. I didnt realize in the moment but I appreciate the people I hang involve myself with more than I realize. , I think for this study to be even more effective the 10 mintue daily survery should be at least a month long so that it has more of an effect on people. It take about a month for one to change something about themselves. So if that includes their wellbeing I think a month well do a lot more. ,5,7,7,7,5,6,6,5,7,"I like how simple it is to use. It is very straight forward and easy to get instant results and feedback. However, one thing I dont like how it is how basic its feedback is. Becasue it is only a chatbot it is unable to provide personalized exercises and feedback to truely suit your situation. That is one downside I see from it but overall I liked it for basic wellbeing exercises and tips. ",NA,NA,NA,NA,NA,NA,NA,NA,58,3,25,61,26,32,32,5,51,23,16,22,5,9,6,7,4,9,5,46,9,7,11,10,9,14,10,10,21,30,2,Domain,6268,6334,10/2/2023,2
