,Duration (in seconds),Practice_Rating,Practice_LikeDislike,Apply_Practice,BaselineDate,Condition,RandomID,id,StudyDay,CurrentDate,Positive_pre,Negative_pre,Stress_pre,Positive_post,Negative_post,Stress_post,Disidentification,Nonreactivity,Reappraisal,Satisfied,Autonomy,Relatedness,Competence,Belonging,Meaning,PosAffect,NegAffect,Stressed
492,988,5,It allows me to look inward and reflect on ways and strategies I can implement to improve my life style.,Organization is essential to mindfulness. Knowing what you have to do and when things need to get done will drastically lower stress levels.,9/11/2023,Value,2346,4687,1,2023-09-12T00:00:00.000Z,2,1,5,3,1,5,1,3,1,4,3,2,2,5,3,2.5,1,5
493,3515,6,I like that I received step by step instructions on how I can stay organized throughout the day.,I can use the instructions to plan my day and stay organized.,9/9/2023,Value,5547,3316,3,2023-09-12T00:00:00.000Z,2,1,3,2,1,4,4,6,6,4,5,5,6,6,6,2,1,3.5
495,1226,NA,NA,NA,9/8/2023,Control,6001,4186,4,2023-09-12T00:00:00.000Z,3,3,3,3,2,3,4,5,4,5,5,5,5,5,4,3,2.5,3
496,1437,NA,NA,NA,9/6/2023,Control,7294,3496,6,2023-09-12T00:00:00.000Z,4,3,5,4,3,5,5,6,5,5,5,4,5,5,5,4,3,5
497,8653,4,It helped me find a better and more positive outlook on situations that I may have missed. It helps to look back on issues that I found to be negative with a clear mind.,"Constantly reflecting on my actions and experiences and finding the positive helps my overall mood.
I accidentally pressed the next button before submitting my reflection on the exercise, but it helped my overall mood and I felt better about a lot of negative situations because I overlooked the positive. I already do try and find the positive in most situations but sometimes I feel too overwhelmed with emotions to be able to properly asses the situation.",9/7/2023,Choice,5085,3955,0,2023-09-12T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,2209,4,Viewing negative feelings as a passing emotion rather than a burden makes it easier to let it go.,When overwhelmed with studies I could imagine the stressing emotions as leaves passing by on a river. ,9/9/2023,Choice,7733,4252,3,2023-09-12T00:00:00.000Z,3,1,2,3,1,2,4,3,4,4,3,3,5,5,5,3,1,2
499,835,4,I like the time out of my day to slow down and do these exercises. Helps me calm down.,Reminding myself that thoughts and emotions come and go.,9/7/2023,Choice,8227,4033,5,2023-09-12T00:00:00.000Z,2,2,4,2,2,4,4,4,2,3,4,4,4,4,4,2,2,4
500,469,5,i liked the process and disliked the spam and lagging of the chat,"through meditation, yoga and practice ",9/10/2023,Choice,6078,4387,2,2023-09-12T00:00:00.000Z,3,1,4,2,4,1,5,4,5,5,7,6,5,6,7,2.5,2.5,2.5
504,3280,NA,NA,NA,9/8/2023,Control,7775,4159,4,2023-09-12T00:00:00.000Z,4,2,4,3,3,4,5,5,1,4,4,7,4,6,1,3.5,2.5,4
505,27928,NA,NA,NA,9/11/2023,Control,6562,4645,1,2023-09-12T00:00:00.000Z,4,2,4,4,2,3,4,6,5,5,6,6,7,7,7,4,2,3.5
506,400,NA,NA,NA,9/6/2023,Control,5206,3478,6,2023-09-12T00:00:00.000Z,4,1,2,3,1,1,4,4,4,5,5,4,4,4,4,3.5,1,1.5
507,30769,5,"I felt it was difficult to find the right environment and mindset to begin the exercise. However, taking a moment to visualize and be mindful did bring a sense of peacefulness.",I can find a few minutes at the end of the day to reflect and practice this exercise. To be grateful for what I have and remember to always be compassionate to others,9/10/2023,Value,7040,4540,0,2023-09-12T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,14180,4,I did not like being recommended to do the same thing without any progression. I really liked how the chatbox listened to my advice once I gave specific pointers and tried giving me advice tailored to my specific needs and situation,I can try journaling with random prompts or questions that occur to me to help improve my sense of focus in mind and in-daily life as I feel my mind is a bit scattered lately. ,9/7/2023,Value,2596,3613,5,2023-09-12T00:00:00.000Z,2,2,5,3,4,5,1,3,3,3,2,5,3,3,3,2.5,3,5
509,449,NA,NA,NA,9/8/2023,Control,7329,3706,4,2023-09-12T00:00:00.000Z,4,1,4,4,2,4,7,5,4,4,4,1,4,2,3,4,1.5,4
510,614,7,It is good to take a break and think about your feelings.,"Before reacting to things immediately, I could take a step back and think about how I should react first.",9/7/2023,Choice,1589,3916,0,2023-09-12T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,29455,6,I liked how the recommended exercise was able to remind me how important it was to incorporate activities I enjoyed apart of my day.,"I can apply the recommended mindfulness practice in my daily life by setting aside time in my day to incorporate an activity I like participating in, whether it be playing badminton, taking a walk, or biking. ",9/6/2023,Value,8255,3505,6,2023-09-12T00:00:00.000Z,3,1,5,4,1,3,2,5,5,5,5,6,5,6,7,3.5,1,4
512,564,5,It taught me to be grateful for what I have but did not really teach me techniques on how I can save money instead of wasting it on temporary things.,I can apply this exercise whenever I feel like I do not have the financial stability of some other rich people to remind myself that I have many other things to be grateful for that money can't buy.,9/8/2023,Value,5520,4153,4,2023-09-12T00:00:00.000Z,4,1,4,4,1,3,6,6,6,4,4,5,3,4,4,4,1,3.5
513,431,4,I like how it made me feel more relaxed and increased my productivity. It also made me feel way less overwhelmed than I was before the exercise began. Overall it was very beneficial,"Before my readings, I can take a minute to practice the exercise which will hopefully reduce my stress levels and allow me to be able to read and comprehend much more information in my textbooks. ",9/9/2023,Value,6261,4255,3,2023-09-12T00:00:00.000Z,3,1,3,2,5,2,4,4,4,5,4,5,5,6,6,2.5,3,2.5
514,456,NA,NA,NA,9/10/2023,Control,6404,4012,2,2023-09-12T00:00:00.000Z,4,3,6,4,1,2,7,7,4,4,4,7,5,6,5,4,2,4
515,422,NA,NA,NA,9/6/2023,Control,1547,3403,6,2023-09-12T00:00:00.000Z,3,3,2,3,2,1,4,6,5,4,4,2,4,6,4,3,2.5,1.5
517,537,4,I did the same exercise yesterday and though it didn’t dissolve all my stressors it helped me take a moment for myself to calm down and breath. ,"I believe this exercise is something that will only have a big impact if it is done everyday , and at the start of my day. That way I will begin my schedule with a more focused outlook. ",9/9/2023,Value,3838,3481,3,2023-09-12T00:00:00.000Z,4,3,7,3,3,6,3,5,4,4,4,4,3,3,4,3.5,3,6.5
518,383,NA,NA,NA,9/10/2023,Control,5869,4399,2,2023-09-12T00:00:00.000Z,3,2,4,3,2,3,5,6,5,5,5,6,5,6,6,3,2,3.5
520,547,5,I liked that it gave me time to reflect on the situation,I can take some time to reflect on negative situations to calm down and also learn more about myself and the situation,9/10/2023,Choice,9779,4249,0,2023-09-12T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,426,NA,NA,NA,9/10/2023,Control,1885,4501,2,2023-09-12T00:00:00.000Z,3,1,5,3,1,4,6,6,5,3,4,6,5,2,3,3,1,4.5
522,417,NA,NA,NA,9/11/2023,Control,3414,4624,1,2023-09-12T00:00:00.000Z,3,4,6,3,4,6,3,3,3,4,3,5,3,3,4,3,4,6
524,429,NA,NA,NA,9/11/2023,Control,3546,4606,1,2023-09-12T00:00:00.000Z,4,1,2,4,1,2,4,5,5,4,6,5,6,5,6,4,1,2
525,1598,7,"I really was stressed about the courseworks and managing time consistently, but the OpenAI suggested me to control my stress through simple exercise of breathing, where I put all of my focus on breathing, and continuing this particular exercise regularly to reduce stresses. I think regularly doing this exercise will help me to reduce stress levels and make me become calm and patient. ",I would try to spend some time exercise breathing and thinking nothing but focusing on the breathing  itself to give some break to my brain and emotions whenever I am feeling stressed or angry. I will try to incorporate this exercise into my daily routine. ,9/6/2023,Value,5929,3409,6,2023-09-12T00:00:00.000Z,3,1,5,4,1,3,4,6,3,7,6,7,7,7,7,3.5,1,4
526,1399,NA,NA,NA,9/10/2023,Control,1900,4576,2,2023-09-12T00:00:00.000Z,4,2,5,4,2,4,3,3,7,5,5,5,5,5,5,4,2,4.5
528,1625,NA,NA,NA,9/7/2023,Control,2969,3358,5,2023-09-12T00:00:00.000Z,3,1,3,3,1,2,4,5,4,5,4,4,4,4,5,3,1,2.5
530,821,7,i liked the sense of calm I achieved after partaking in this exercise,I can use it to control my emotions when I am faced with situations that are out of my control,9/10/2023,Choice,2135,3829,2,2023-09-12T00:00:00.000Z,5,1,5,5,1,6,7,7,7,7,5,6,7,7,7,5,1,5.5
531,450,NA,NA,NA,9/6/2023,Control,4557,3775,6,2023-09-12T00:00:00.000Z,1,2,4,1,2,4,5,5,4,3,2,2,1,1,3,1,2,4
532,442,4,I liked that it worked and it was calming. ,"When feeling particularly stressed, or possibly even at a specific time everyday, this mindfulness strategy can be practiced ",9/11/2023,Choice,7957,4627,1,2023-09-12T00:00:00.000Z,3,2,3,3,1,2,5,5,4,5,7,6,4,5,6,3,1.5,2.5
535,900,4,"I liked that the exercise gave you the option to pick what you wanted to focus on for the session, but I wish the solution was a little bit more specific to the situation you described.","I think if I meditate everyday or just make it a regular practice, it will start to have actual benefits as opposed to doing it just once. Hopefully my stress will start to lessen and my body begins to train itself to relax whenever I meditate.",9/11/2023,Value,4772,4621,1,2023-09-12T00:00:00.000Z,3,2,4,3,2,4,3,4,3,3,3,4,4,5,5,3,2,4
536,465,NA,NA,NA,9/10/2023,Control,4322,3502,2,2023-09-12T00:00:00.000Z,5,1,2,NA,1,1,5,5,6,6,6,7,7,6,7,NA,1,1.5
537,488,5,I noticed the chatbot completes one of my sentences for me and also started one of its sentences with 'instructor:' making it feel impersonal,I will learn to hold back quick reactions to negative events,9/6/2023,Choice,6054,3301,6,2023-09-12T00:00:00.000Z,4,1,2,4,1,2,5,7,6,6,5,6,7,4,7,4,1,2
541,439,4,"I like how it prompts me to reflect on my relationships and push positive affirmations towards them, but I dislike how its a practice that is repetitive in the sense that its similar to the other practices I've done. ","I can take time out of my day to do this practice whenever I feel disconnected from the important people in my life, and hopefully gain a new perspective on the relationship. ",9/6/2023,Value,4577,3574,6,2023-09-12T00:00:00.000Z,2,1,3,2,1,2,5,4,5,4,4,5,4,1,4,2,1,2.5
542,363,NA,NA,NA,9/6/2023,Control,7701,3601,6,2023-09-12T00:00:00.000Z,4,2,5,4,2,5,4,4,4,5,4,4,3,5,5,4,2,5
544,857,3,"I liked that it have examples and metods on how to imagine my thoughts, such as watching clouds or reading a picture book.","I can apply the recommended mindfulness practice in my daily life by imagining that I am watching my thoughts on a conveyor belts without acting on my urges,",9/8/2023,Choice,4429,3997,4,2023-09-12T00:00:00.000Z,1,5,7,1,5,6,4,1,1,1,1,1,1,3,2,1,5,6.5
545,1977,4,I like that the exercise is as easy as taking a 15 minute walk.,If i feel stressed or overwhelmed by life i can take a mindfulness walk to clear my head.,9/6/2023,Value,6123,3535,6,2023-09-12T00:00:00.000Z,3,1,3,3,1,3,6,7,1,5,4,6,3,3,6,3,1,3
549,372,NA,NA,NA,9/10/2023,Control,2175,4273,2,2023-09-12T00:00:00.000Z,1,5,NA,1,4,NA,5,2,2,2,1,4,3,1,5,1,4.5,NA
550,567,NA,NA,NA,9/8/2023,Control,6096,4192,4,2023-09-12T00:00:00.000Z,5,2,5,4,2,4,5,3,5,5,7,7,4,5,5,4.5,2,4.5
551,533,7,"it helped to reframe my thinking. I had to think really hard to find something positive, but once I did, I felt proud of myself. Maybe next time it could go more in depth and ask more questions?",I feel like I could use this at the end of my day when I'm doing some self reflection or hating on myself over something,9/7/2023,Choice,4288,3553,5,2023-09-12T00:00:00.000Z,3,3,5,4,1,3,7,7,7,7,7,7,7,7,7,3.5,2,4
552,677,4,I feel this system is getting better ,when after socialization to calm ur self ,9/7/2023,Value,2465,3784,0,2023-09-12T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,24533,3,I enjoyed being able to see my emotions as visitors in my mind,by not reacting upon my emotions immediately,9/6/2023,Choice,9030,3736,6,2023-09-12T00:00:00.000Z,1,5,7,2,4,6,2,4,2,3,3,3,3,5,5,1.5,4.5,6.5
555,742,4,how the instructions are affected ,Whenever I’m in unpleasant mood ,9/8/2023,Choice,2716,3595,4,2023-09-12T00:00:00.000Z,1,3,6,1,2,5,5,5,4,3,3,4,3,3,3,1,2.5,5.5
556,19122,6,I liked it because I love imagining things and I could easily visualize the scenarios today. It also felt very applicable to me and I loved the thought of watching my emotions drift on by without attaching myself to them.,"As I go through life, I can remember that my emotions will drift in sometimes lightly or with a lot of force. Either way, they are not me and are separate from me. I can choose which ones to attach myself to or not even attach myself to any of them. I can simply watch them come through the door and out.",9/9/2023,Choice,4724,4345,3,2023-09-12T00:00:00.000Z,3,1,3,3,1,2,6,7,5,4,3,6,2,4,6,3,1,2.5
557,1142,NA,NA,NA,9/11/2023,Control,9746,4738,2,2023-09-13T00:00:00.000Z,3,1,2,2,1,2,1,1,1,3,3,3,2,4,4,2.5,1,2
558,457,7,I liked the recommend actions that were given to release my built up anger without hurting anyone,"As the chat box said, I can create a journal of all the negativity I have. This way instead of releasing it on a person, I’m able to put my feelings into words. Another practice is to meditate in an imaginary peaceful setting, like the beach. ",9/11/2023,Choice,3688,3304,2,2023-09-13T00:00:00.000Z,5,1,5,4,1,4,3,3,5,6,5,6,6,6,6,4.5,1,4.5
559,579,4,the advice was something I hear often,"whenever I encounter certain stressors and feel the need to react right away, I can take a step back to ground myself so I don’t react too harshly in a way I’d regret",9/11/2023,Choice,7086,3838,0,2023-09-13T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,669,6,"I liked how the chatbot concisely teaches the user that sll bad situations have positive outcomes, and it is important to identify those positives in order to be a happier person","Whenever I may feel down or regret a decision I have made in the past, I can use the exercise today to convince myself that what's done is done and that was the best outcome for me",9/10/2023,Choice,4026,4417,3,2023-09-13T00:00:00.000Z,3,1,1,3,1,1,6,4,5,5,6,6,5,4,6,3,1,1
561,391,NA,NA,NA,9/11/2023,Control,6562,4645,2,2023-09-13T00:00:00.000Z,4,1,3,4,1,4,2,4,4,5,3,5,5,7,6,4,1,3.5
562,448,5,I liked how it can help me schedule my things for the day. This will also help me lower stress because I know what needs to be done at what time.,"I can apply this exercise into my daily life by making a schedule, either on my phone or in my head, of what needs to be completed during the course of the day and when.",9/8/2023,Value,5474,3889,5,2023-09-13T00:00:00.000Z,4,2,4,4,1,3,5,5,5,5,5,7,6,5,6,4,1.5,3.5
565,568,2,I felt like the recommended exercise was not helpful for my particular needs. It felt like a more general exercise that is not useful to me.,I can spend a few minutes everyday employing it and see whether that makes a difference.,9/8/2023,Value,3405,4177,0,2023-09-13T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,414,NA,NA,NA,9/10/2023,Control,8908,4456,3,2023-09-13T00:00:00.000Z,2,2,4,3,1,1,5,5,6,5,4,6,7,5,5,2.5,1.5,2.5
567,354,NA,NA,NA,9/8/2023,Control,5183,3493,5,2023-09-13T00:00:00.000Z,4,1,1,4,1,1,5,6,5,5,5,5,6,4,5,4,1,1
569,569,7,"I really liked the fact that the OpenAI suggested me to look around at my surroundings but to not get caught up with them, which is hard, but I feel like this does help me to enhance my patience and focus. ",I would use some time to meditate and focus on my breathing rather than other things in life to practice mindfluness,9/6/2023,Value,5929,3409,7,2023-09-13T00:00:00.000Z,5,2,4,5,1,4,4,6,7,7,7,7,7,7,7,5,1.5,4
570,578,5,I like being reminded that my thoughts and emotions are separate from self. That's a new concept for me.,"Journaling, continuing meditation",9/7/2023,Choice,8227,4033,6,2023-09-13T00:00:00.000Z,3,1,2,3,1,1,4,5,4,5,5,4,5,5,5,3,1,1.5
571,1323,NA,NA,NA,9/7/2023,Control,1880,3907,6,2023-09-13T00:00:00.000Z,4,1,3,NA,1,2,4,6,6,6,6,6,6,7,5,NA,1,2.5
574,502,5,"I liked that it gave me a sense how a lot of negative aspects of our lives are temporary, and almost always, there's some beneficial lesson or discovery about yourself in them.","Today, before I study, I'll try to practice various study methods to reduce the stress that comes with it and perhaps, in a more positive light, discover what study method works best for me.",9/11/2023,Choice,3743,3379,2,2023-09-13T00:00:00.000Z,2,2,5,3,1,4,5,4,6,5,6,3,5,7,4,2.5,1.5,4.5
575,439,6,i liked being able to visualize and see my emotions and be able to understand them individually instead of becoming overwhelmed with too many emotions at once and categorizing them all into one,i can apply this by understanding and differentiating between my emotions and how to understand them. ,9/6/2023,Choice,9030,3736,7,2023-09-13T00:00:00.000Z,3,2,6,4,1,4,4,4,4,4,6,5,5,6,7,3.5,1.5,5
576,509,6,"It was an exercise that gave me real-world benefits. Helped me ground not only emotion, but impulse","bring a coffee from home, instead of buying a $7.00 coffee from Starbucks.",9/11/2023,Value,6501,3367,2,2023-09-13T00:00:00.000Z,4,2,5,4,2,5,4,4,5,6,5,5,5,5,6,4,2,5
577,373,NA,NA,NA,9/6/2023,Control,5240,3670,7,2023-09-13T00:00:00.000Z,3,2,4,3,2,4,4,4,4,5,5,6,4,5,5,3,2,4
578,348,NA,NA,NA,9/7/2023,Control,5727,3310,6,2023-09-13T00:00:00.000Z,2,3,3,2,2,2,3,3,4,3,3,2,4,5,3,2,2.5,2.5
580,981,NA,NA,NA,9/11/2023,Control,9773,3985,2,2023-09-13T00:00:00.000Z,4,2,5,4,2,6,4,3,5,3,5,6,2,7,5,4,2,5.5
581,484,NA,NA,NA,9/7/2023,Control,4412,3988,6,2023-09-13T00:00:00.000Z,4,1,2,4,1,2,3,5,5,6,5,5,6,5,5,4,1,2
582,429,NA,NA,NA,9/6/2023,Control,6832,3658,7,2023-09-13T00:00:00.000Z,2,3,5,3,3,4,5,5,5,2,3,2,1,2,3,2.5,3,4.5
583,795,5,I liked how the recommended exercise helped me realize that I can dissociate myself from negative thoughts.,I can apply the recommended mindfulness practice in my life by distancing myself from my thoughts whenever I feel overwhelmed or that my thoughts are taking up too much space in my head.,9/8/2023,Choice,1388,4138,5,2023-09-13T00:00:00.000Z,3,1,3,3,1,2,6,4,4,5,4,5,5,4,4,3,1,2.5
